"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"24RT2N4R","journalArticle","2021","Platten, Michael; Brusini, Irene; Andersson, Olle; Ouellette, Russell; Piehl, Fredrik; Wang, Chunliang; Granberg, Tobias","Deep Learning Corpus Callosum Segmentation as a Neurodegenerative Marker in Multiple Sclerosis","Journal of Neuroimaging","","1051-2284, 1552-6569","10.1111/jon.12838","https://onlinelibrary.wiley.com/doi/10.1111/jon.12838","Background and Purpose: Corpus callosum atrophy is a sensitive biomarker of multiple sclerosis (MS) neurodegeneration but typically requires manual 2D or volumetric 3D-based segmentations. We developed a supervised machine learning algorithm, DeepnCCA, for corpus callosum segmentation and relate callosal morphology to clinical disability using conventional MRI scans collected in clinical routine. Methods: In a prospective study of 553 MS patients with 704 acquisitions, 200 unique 2D T2-weighted MRI scans were delineated to develop, train, and validate DeepnCCA. Comparative FreeSurfer segmentations were obtained in 504 3D T1-weighted scans. Both FreeSurfer and DeepnCCA outputs were correlated with clinical disability. Using principal component analysis of the DeepnCCA output, the morphological changes were explored in relation to clinical disease burden. Results: DeepnCCA and manual segmentations had high similarity (Dice coefﬁcients 98.1±.11%, 89.3±.76%, for intracranial and corpus callosum area, respectively through 10-fold cross-validation). DeepnCCA had numerically stronger correlations with cognitive and physical disability as compared to FreeSurfer: Expanded disability status scale (EDSS) ±6 months (r = –.22 P = .002; r = –.17, P = .013), future EDSS (r = –.26, P<.001; r = –.17, P = .012), and future symbol digit modalities test (r = .26, P = .001; r = .24, P = .003). The corpus callosum became thinner with increasing cognitive and physical disability. Increasing physical disability, additionally, signiﬁcantly correlated with a more angled corpus callosum. Conclusions: DeepnCCA (https://github.com/plattenmichael/DeepnCCA/) is an openly available tool that can provide fast and accurate corpus callosum measurements applicable to large MS cohorts, potentially suitable for monitoring disease progression and therapy response.","2021-05","2022-12-01 17:24:47","2022-12-01 17:24:47","2022-12-01 17:24:47","493-500","","3","31","","Journal of Neuroimaging","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/B2UAEJAQ/Platten et al. - 2021 - Deep Learning Corpus Callosum Segmentation as a Ne.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPNV5ZN6","journalArticle","2020","Maggi, Pietro; Fartaria, Mário João; Jorge, João; La Rosa, Francesco; Absinta, Martina; Sati, Pascal; Meuli, Reto; Du Pasquier, Renaud; Reich, Daniel S.; Cuadra, Meritxell Bach; Granziera, Cristina; Richiardi, Jonas; Kober, Tobias","CVSnet: A machine learning approach for automated central vein sign assessment in multiple sclerosis","NMR in Biomedicine","","0952-3480, 1099-1492","10.1002/nbm.4283","https://onlinelibrary.wiley.com/doi/10.1002/nbm.4283","","2020-05","2022-12-01 17:24:49","2023-01-29 18:37:20","2022-12-01 17:24:49","","","5","33","","NMR in Biomedicine","CVSnet","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/5CVXGH67/Maggi et al. - 2020 - CVSnet A machine learning approach for automated .pdf","","Read; Key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC9NQT9R","journalArticle","2020","Stafford, I. S.; Kellermann, M.; Mossotto, E.; Beattie, R. M.; MacArthur, B. D.; Ennis, S.","A systematic review of the applications of artificial intelligence and machine learning in autoimmune diseases","npj Digital Medicine","","2398-6352","10.1038/s41746-020-0229-3","http://www.nature.com/articles/s41746-020-0229-3","Abstract             Autoimmune diseases are chronic, multifactorial conditions. Through machine learning (ML), a branch of the wider field of artificial intelligence, it is possible to extract patterns within patient data, and exploit these patterns to predict patient outcomes for improved clinical management. Here, we surveyed the use of ML methods to address clinical problems in autoimmune disease. A systematic review was conducted using MEDLINE, embase and computers and applied sciences complete databases. Relevant papers included “machine learning” or “artificial intelligence” and the autoimmune diseases search term(s) in their title, abstract or key words. Exclusion criteria: studies not written in English, no real human patient data included, publication prior to 2001, studies that were not peer reviewed, non-autoimmune disease comorbidity research and review papers. 169 (of 702) studies met the criteria for inclusion. Support vector machines and random forests were the most popular ML methods used. ML models using data on multiple sclerosis, rheumatoid arthritis and inflammatory bowel disease were most common. A small proportion of studies (7.7% or 13/169) combined different data types in the modelling process. Cross-validation, combined with a separate testing set for more robust model evaluation occurred in 8.3% of papers (14/169). The field may benefit from adopting a best practice of validation, cross-validation and independent testing of ML models. Many models achieved good predictive results in simple scenarios (e.g. classification of cases and controls). Progression to more complex predictive models may be achievable in future through integration of multiple data types.","2020-12","2022-12-01 17:24:50","2022-12-01 17:24:50","2022-12-01 17:24:50","30","","1","3","","npj Digit. Med.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/B6ESW5IR/Stafford et al. - 2020 - A systematic review of the applications of artific.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZP6C4BPX","journalArticle","2020","Tariq, Amara; Purkayastha, Saptarshi; Padmanaban, Geetha Priya; Krupinski, Elizabeth; Trivedi, Hari; Banerjee, Imon; Gichoya, Judy Wawira","Current Clinical Applications of Artificial Intelligence in Radiology and Their Best Supporting Evidence","Journal of the American College of Radiology","","15461440","10.1016/j.jacr.2020.08.018","https://linkinghub.elsevier.com/retrieve/pii/S1546144020309352","Purpose: Despite tremendous gains from deep learning and the promise of artiﬁcial intelligence (AI) in medicine to improve diagnosis and save costs, there exists a large translational gap to implement and use AI products in real-world clinical situations. Adoption of standards such as Transparent Reporting of a Multivariable Prediction Model for Individual Prognosis or Diagnosis, Consolidated Standards of Reporting Trials, and the Checklist for Artiﬁcial Intelligence in Medical Imaging is increasing to improve the peer-review process and reporting of AI tools. However, no such standards exist for product-level review. Methods: A review of clinical trials showed a paucity of evidence for radiology AI products; thus, the authors developed a 10-question assessment tool for reviewing AI products with an emphasis on their validation and result dissemination. The assessment tool was applied to commercial and open-source algorithms used for diagnosis to extract evidence on the clinical utility of the tools. Results: There is limited technical information on methodologies for FDA-approved algorithms compared with open-source products, likely because of intellectual property concerns. Furthermore, FDA-approved products use much smaller data sets compared with opensource AI tools, because the terms of use of public data sets are limited to academic and noncommercial entities, which precludes their use in commercial products. Conclusions: Overall, this study reveals a broad spectrum of maturity and clinical use of AI products, but a large gap exists in exploring actual performance of AI tools in clinical practice.","2020-11","2022-12-01 17:24:52","2022-12-01 17:24:52","2022-12-01 17:24:52","1371-1381","","11","17","","Journal of the American College of Radiology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/FH5SJP2U/Tariq et al. - 2020 - Current Clinical Applications of Artificial Intell.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CL5Y38LM","journalArticle","2022","De Vos, Maarten; Van Schependom, Jeroen","Artificial intelligence will change MS care within the next 10 years: No","Multiple Sclerosis Journal","","1352-4585, 1477-0970","10.1177/13524585221125376","http://journals.sagepub.com/doi/10.1177/13524585221125376","","2022-12","2023-01-26 17:31:11","2023-01-28 15:15:43","2023-01-26 17:31:11","2173-2174","","14","28","","Mult Scler","Artificial intelligence will change MS care within the next 10 years","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/P2HHJLH5/De Vos and Van Schependom - 2022 - Artificial intelligence will change MS care within.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9K597IQ","journalArticle","2022","Denissen, Stijn; Nagels, Guy","Artificial intelligence will change MS care within the next 10 years: Yes","Multiple Sclerosis Journal","","1352-4585, 1477-0970","10.1177/13524585221130421","http://journals.sagepub.com/doi/10.1177/13524585221130421","","2022-12","2023-01-26 17:31:12","2023-01-28 15:23:56","2023-01-26 17:31:12","2171-2173","","14","28","","Mult Scler","Artificial intelligence will change MS care within the next 10 years","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/NCTS4RJA/Denissen and Nagels - 2022 - Artificial intelligence will change MS care within.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7BGRJ3S","journalArticle","2022","Lavorgna, Luigi; Bonavita, Simona","Artificial intelligence will change MS care within the next 10 years: Commentary","Multiple Sclerosis Journal","","1352-4585, 1477-0970","10.1177/13524585221133537","http://journals.sagepub.com/doi/10.1177/13524585221133537","","2022-12","2023-01-26 17:31:13","2023-01-28 15:31:14","2023-01-26 17:31:13","2175-2176","","14","28","","Mult Scler","Artificial intelligence will change MS care within the next 10 years","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/9LVDIY96/Lavorgna and Bonavita - 2022 - Artificial intelligence will change MS care within.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94WSSIEL","journalArticle","2020","Zhao, Yijun; Wang, Tong; Bove, Riley; Cree, Bruce; Henry, Roland; Lokhande, Hrishikesh; Polgar-Turcsanyi, Mariann; Anderson, Mark; Bakshi, Rohit; Weiner, Howard L.; Chitnis, Tanuja; SUMMIT Investigators","Ensemble learning predicts multiple sclerosis disease course in the SUMMIT study","npj Digital Medicine","","2398-6352","10.1038/s41746-020-00338-8","https://www.nature.com/articles/s41746-020-00338-8","Abstract                            The rate of disability accumulation varies across multiple sclerosis (MS) patients. Machine learning techniques may offer more powerful means to predict disease course in MS patients. In our study, 724 patients from the Comprehensive Longitudinal Investigation in MS at Brigham and Women’s Hospital (CLIMB study) and 400 patients from the EPIC dataset, University of California, San Francisco, were included in the analysis. The primary outcome was an increase in               Expanded Disability Status Scale               (               EDSS               ) ≥ 1.5 (worsening) or not (non-worsening) at up to 5 years after the baseline visit. Classification models were built using the CLIMB dataset with patients’ clinical and MRI longitudinal observations in first 2 years, and further validated using the EPIC dataset. We compared the performance of three popular machine learning algorithms (               SVM, Logistic Regression,               and               Random Forest               ) and three ensemble learning approaches (               XGBoost, LightGBM               , and a Meta-learner               L               ). A “threshold” was established to trade-off the performance between the two classes. Predictive features were identified and compared among different models. Machine learning models achieved 0.79 and 0.83 AUC scores for the CLIMB and EPIC datasets, respectively, shortly after disease onset. Ensemble learning methods were more effective and robust compared to standalone algorithms. Two ensemble models, XGBoost and LightGBM were superior to the other four models evaluated in our study. Of variables evaluated, EDSS,               Pyramidal Function               , and               Ambulatory Index               were the top common predictors in forecasting the MS disease course. Machine learning techniques, in particular ensemble methods offer increased accuracy for the prediction of MS disease course.","2020-10-16","2023-01-27 19:11:25","2023-01-31 00:55:33","2023-01-27 19:11:25","135","","1","3","","npj Digit. Med.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/N4GKHCRN/Zhao et al. - 2020 - Ensemble learning predicts multiple sclerosis dise.pdf","","NAIMS-AIMS member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFDTCHMJ","journalArticle","2022","Aslam, Nida; Khan, Irfan Ullah; Bashamakh, Asma; Alghool, Fatima A.; Aboulnour, Menna; Alsuwayan, Noorah M.; Alturaif, Rawa’a K.; Brahimi, Samiha; Aljameel, Sumayh S.; Al Ghamdi, Kholoud","Multiple Sclerosis Diagnosis Using Machine Learning and Deep Learning: Challenges and Opportunities","Sensors","","1424-8220","10.3390/s22207856","https://www.mdpi.com/1424-8220/22/20/7856","Multiple Sclerosis (MS) is a disease that impacts the central nervous system (CNS), which can lead to brain, spinal cord, and optic nerve problems. A total of 2.8 million are estimated to suffer from MS. Globally, a new case of MS is reported every ﬁve minutes. In this review, we discuss the proposed approaches to diagnosing MS using machine learning (ML) published between 2011 and 2022. Numerous models have been developed using different types of data, including magnetic resonance imaging (MRI) and clinical data. We identiﬁed the methods that achieved the best results in diagnosing MS. The most implemented approaches are SVM, RF, and CNN. Moreover, we discussed the challenges and opportunities in MS diagnosis to improve AI systems to enable researchers and practitioners to enhance their approaches and improve the automated diagnosis of MS. The challenges faced by automated MS diagnosis include difﬁculty distinguishing the disease from other diseases showing similar symptoms, protecting the conﬁdentiality of the patients’ data, achieving reliable ML models that are also easily understood by non-experts, and the difﬁculty of collecting a large reliable dataset. Moreover, we discussed several opportunities in the ﬁeld such as the implementation of secure platforms, employing better AI solutions, developing better disease prognosis systems, combining more than one data type for better MS prediction and using OCT data for diagnosis, utilizing larger, multi-center datasets to improve the reliability of the developed models, and commercialization.","2022-10-16","2023-01-27 19:11:26","2023-01-27 19:11:26","2023-01-27 19:11:26","7856","","20","22","","Sensors","Multiple Sclerosis Diagnosis Using Machine Learning and Deep Learning","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/ZEUDHKGV/Aslam et al. - 2022 - Multiple Sclerosis Diagnosis Using Machine Learnin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I74UHGG9","journalArticle","2022","Health, Center for Devices and Radiological","Artificial Intelligence and Machine Learning (AI/ML)-Enabled Medical Devices","FDA","","","","https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-and-machine-learning-aiml-enabled-medical-devices","The FDA has updated the list of AI/ML-enabled medical devices marketed in the United States as a resource to the public.","2022-10-05","2023-01-29 17:05:45","2023-01-29 17:05:45","2023-01-29 17:05:45","","","","","","","","","","","","","","en","","","","","www.fda.gov","","Publisher: FDA","","/Users/mgdwyer/Zotero/storage/YC8XZH33/artificial-intelligence-and-machine-learning-aiml-enabled-medical-devices.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D79BS8TP","journalArticle","2019","Pruenza, Cristina; Solano, María Teresa; Díaz, Julia; Arroyo, Rafael; Izquierdo, Guillermo","Model for Prediction of Progression in Multiple Sclerosis","International Journal of Interactive Multimedia and Artificial Intelligence","","1989-1660","10.9781/ijimai.2019.06.005","http://www.ijimai.org/journal/node/3203","Multiple sclerosis is an idiopathic inflammatory disease of the central nervous system and the second most common cause of disability in young adults. Choosing an effective treatment is crucial to preventing disability. However, response to treatment varies greatly between patients. Because of this, accurate and timely detection of individual response to treatment is an essential requisite of efficient personalised multiple sclerosis therapy. Nowadays, there is a lack of comprehensive predictive models of response to individual treatment.This paper arises from the clinical need to improve this situation. To achieve it, all patient's information was used to evaluate the effectiveness of demographic, clinical and paraclinical variables of individual response to fourteen disease-modifying therapies in MSBase, an international cohort. A personalized prediction model to three stages of disease, as a support tool in clinical decision making for each MS patient, was developed applying machine learning and Big Data techniques. These techniques were also used to reduce the data set and define a minimum set of characteristics for each patient. Best predictors for the response to treatment were identified to refine the predictive model. Fourteen relevant variables were selected. A web application was implemented to be used to support the specialist neurologist in real time. This tool provides a prediction of progression in EDSS from the last relapse of an individual patient, and a report for the medical expert.","2019","2023-01-28 02:21:25","2023-01-28 02:21:27","2023-01-28 02:21:25","48","","6","5","","IJIMAI","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/BHDKQ4N8/Pruenza et al. - 2019 - Model for Prediction of Progression in Multiple Sc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7NPFW6L","journalArticle","2020","La Rosa, Francesco; Abdulkadir, Ahmed; Fartaria, Mário João; Rahmanzadeh, Reza; Lu, Po-Jui; Galbusera, Riccardo; Barakovic, Muhamed; Thiran, Jean-Philippe; Granziera, Cristina; Cuadra, Merixtell Bach","Multiple sclerosis cortical and WM lesion segmentation at 3T MRI: a deep learning method based on FLAIR and MP2RAGE","NeuroImage: Clinical","","2213-1582","10.1016/j.nicl.2020.102335","https://www.sciencedirect.com/science/article/pii/S2213158220301728","The presence of cortical lesions in multiple sclerosis patients has emerged as an important biomarker of the disease. They appear in the earliest stages of the illness and have been shown to correlate with the severity of clinical symptoms. However, cortical lesions are hardly visible in conventional magnetic resonance imaging (MRI) at 3T, and thus their automated detection has been so far little explored. In this study, we propose a fully-convolutional deep learning approach, based on the 3D U-Net, for the automated segmentation of cortical and white matter lesions at 3T. For this purpose, we consider a clinically plausible MRI setting consisting of two MRI contrasts only: one conventional T2-weighted sequence (FLAIR), and one specialized T1-weighted sequence (MP2RAGE). We include 90 patients from two different centers with a total of 728 and 3856 gray and white matter lesions, respectively. We show that two reference methods developed for white matter lesion segmentation are inadequate to detect small cortical lesions, whereas our proposed framework is able to achieve a detection rate of 76% for both cortical and white matter lesions with a false positive rate of 29% in comparison to manual segmentation. Further results suggest that our framework generalizes well for both types of lesion in subjects acquired in two hospitals with different scanners.","2020-01-01","2023-01-28 01:46:00","2023-01-28 01:46:28","2023-01-28 01:46:00","102335","","","27","","NeuroImage: Clinical","Multiple sclerosis cortical and WM lesion segmentation at 3T MRI","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/AXSA2C96/La Rosa et al. - 2020 - Multiple sclerosis cortical and WM lesion segmenta.pdf; /Users/mgdwyer/Zotero/storage/GRIW2MRQ/S2213158220301728.html","","","MRI; Multiple sclerosis; Segmentation; CNN; Cortical lesions; FLAIR; MP2RAGE; U-Net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SXLZE6U","journalArticle","2021","Kontopodis, Eleftherios E.; Papadaki, Efrosini; Trivizakis, Eleftherios; Maris, Thomas G.; Simos, Panagiotis; Papadakis, Georgios Z.; Tsatsakis, Aristidis; Spandidos, Demetrios A.; Karantanas, Apostolos; Marias, Kostas","Emerging deep learning techniques using magnetic resonance imaging data applied in multiple sclerosis and clinical isolated syndrome patients (Review)","Experimental and Therapeutic Medicine","","1792-0981","10.3892/etm.2021.10583","https://www.spandidos-publications.com/10.3892/etm.2021.10583","Computer‑aided diagnosis systems aim to assist clinicians in the early identification of abnormal signs in order to optimize the interpretation of medical images and increase diagnostic precision. Multiple sclerosis (MS) and clinically isolated syndrome (CIS) are chronic inflammatory, demyelinating diseases affecting the central nervous system. Recent advances in deep learning (DL) techniques have led to novel computational paradigms in MS and CIS imaging designed for automatic segmentation and detection of areas of interest and automatic classification of anatomic structures, as well as optimization of neuroimaging protocols. To this end, there are several publications presenting artificial intelligence‑based predictive models aiming to increase diagnostic accuracy and to facilitate optimal clinical management in patients diagnosed with MS and/or CIS. The current study presents a thorough review covering DL techniques that have been applied in MS and CIS during recent years, shedding light on their current advances and limitations.","2021-10-01","2023-01-31 00:09:47","2023-01-31 00:09:47","2023-01-31 00:09:47","1-17","","4","22","","","","","","","","","","","","","","","www.spandidos-publications.com","","Publisher: Spandidos Publications","","/Users/mgdwyer/Zotero/storage/HD62EM5L/Kontopodis et al. - 2021 - Emerging deep learning techniques using magnetic r.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWN329I6","journalArticle","2021","Rocca, Maria A.; Anzalone, Nicoletta; Storelli, Loredana; Del Poggio, Anna; Cacciaguerra, Laura; Manfredi, Angelo A.; Meani, Alessandro; Filippi, Massimo","Deep Learning on Conventional Magnetic Resonance Imaging Improves the Diagnosis of Multiple Sclerosis Mimics","Investigative Radiology","","0020-9996","10.1097/RLI.0000000000000735","http://journals.lww.com/investigativeradiology/Fulltext/2021/04000/Deep_Learning_on_Conventional_Magnetic_Resonance.7.aspx","Objectives          The aims of this study were to present a deep learning approach for the automated classification of multiple sclerosis and its mimics and compare model performance with that of 2 expert neuroradiologists.         Materials and Methods          A total of 268 T2-weighted and T1-weighted brain magnetic resonance imagin scans were retrospectively collected from patients with migraine (n = 56), multiple sclerosis (n = 70), neuromyelitis optica spectrum disorders (n = 91), and central nervous system vasculitis (n = 51). The neural network architecture, trained on 178 scans, was based on a cascade of 4 three-dimensional convolutional layers, followed by a fully dense layer after feature extraction. The ability of the final algorithm to correctly classify the diseases in an independent test set of 90 scans was compared with that of the neuroradiologists.         Results          The interrater agreement was 84.9% (Cohen κ = 0.78, P < 0.001). In the test set, deep learning and expert raters reached the highest diagnostic accuracy in multiple sclerosis (98.8% vs 72.8%, P < 0.001, for rater 1; and 81.8%, P < 0.001, for rater 2) and the lowest in neuromyelitis optica spectrum disorders (88.6% vs 4.4%, P < 0.001, for both raters), whereas they achieved intermediate values for migraine (92.2% vs 53%, P = 0.03, for rater 1; and 64.8%, P = 0.01, for rater 2) and vasculitis (92.1% vs 54.6%, P = 0.3, for rater 1; and 45.5%, P = 0.2, for rater 2). The overall performance of the automated method exceeded that of expert raters, with the worst misdiagnosis when discriminating between neuromyelitis optica spectrum disorders and vasculitis or migraine.         Conclusions          A neural network performed better than expert raters in terms of accuracy in classifying white matter disorders from magnetic resonance imaging and may help in their diagnostic work-up.","2021-04","2023-01-31 00:13:12","2023-01-31 00:13:12","2023-01-31 00:13:12","252","","4","56","","","","","","","","","","en-US","","","","","journals-lww-com.gate.lib.buffalo.edu","","","","/Users/mgdwyer/Zotero/storage/SMZ6T74I/Rocca et al. - 2021 - Deep Learning on Conventional Magnetic Resonance I.pdf; /Users/mgdwyer/Zotero/storage/3ZJLRIQZ/Deep_Learning_on_Conventional_Magnetic_Resonance.7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NI926S3C","journalArticle","2021","Sweeney, Elizabeth M.; Nguyen, Thanh D.; Kuceyeski, Amy; Ryan, Sarah M.; Zhang, Shun; Zexter, Lily; Wang, Yi; Gauthier, Susan A.","Estimation of Multiple Sclerosis lesion age on magnetic resonance imaging","NeuroImage","","1053-8119","10.1016/j.neuroimage.2020.117451","https://www.sciencedirect.com/science/article/pii/S1053811920309368","We introduce the first-ever statistical framework for estimating the age of Multiple Sclerosis (MS) lesions from magnetic resonance imaging (MRI). Estimating lesion age is an important step when studying the longitudinal behavior of MS lesions and can be used in applications such as studying the temporal dynamics of chronic active MS lesions. Our lesion age estimation models use first order radiomic features over a lesion derived from conventional T1 (T1w) and T2 weighted (T2w) and fluid attenuated inversion recovery (FLAIR), T1w with gadolinium contrast (T1w+c), and Quantitative Susceptibility Mapping (QSM) MRI sequences as well as demographic information. For this analysis, we have a total of 32 patients with 53 new lesions observed at 244 time points. A one or two step random forest model for lesion age is fit on a training set using a lesion volume cutoff of 15 mm3 or 50 mm3. We explore the performance of nine different modeling scenarios that included various combinations of the MRI sequences and demographic information and a one or two step random forest models, as well as simpler models that only uses the mean radiomic feature from each MRI sequence. The best performing model on a validation set is a model that uses a two-step random forest model on the radiomic features from all of the MRI sequences with demographic information using a lesion volume cutoff of 50 mm3. This model has a mean absolute error of 7.23 months (95% CI: [6.98, 13.43]) and a median absolute error of 5.98 months (95% CI: [5.26, 13.25]) in the validation set. For this model, the predicted age and actual age have a statistically significant association (p-value <0.001) in the validation set.","2021-01-15","2023-01-31 00:34:57","2023-01-31 00:39:19","2023-01-31 00:34:57","117451","","","225","","NeuroImage","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/BTLHNAMC/Sweeney et al. - 2021 - Estimation of Multiple Sclerosis lesion age on mag.pdf; /Users/mgdwyer/Zotero/storage/RL7RLLWR/S1053811920309368.html","","NAIMS-AIMS member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5PQKKE9","journalArticle","2020","Narayana, Ponnada                            A.; Coronado, Ivan; Sujit, Sheeba                            J.; Wolinsky, Jerry                            S.; Lublin, Fred                        D.; Gabr, Refaat                        E.","Deep Learning for Predicting Enhancing Lesions in Multiple Sclerosis                    from Noncontrast MRI","Radiology","","0033-8419","10.1148/radiol.2019191061","http://pubs.rsna.org/doi/10.1148/radiol.2019191061","Background Enhancing lesions on MRI scans obtained after contrast material administration are commonly thought to represent disease activity in multiple sclerosis (MS); it is desirable to develop methods that can predict enhancing lesions without the use of contrast material. Purpose To evaluate whether deep learning can predict enhancing lesions on MRI scans obtained without the use of contrast material. Materials and Methods This study involved prospective analysis of existing MRI data. A convolutional neural network was used for classification of enhancing lesions on unenhanced MRI scans. This classification was performed for each slice, and the slice scores were combined by using a fully connected network to produce participant-wise predictions. The network input consisted of 1970 multiparametric MRI scans from 1008 patients recruited from 2005 to 2009. Enhanced lesions on postcontrast T1-weighted images served as the ground truth. The network performance was assessed by using fivefold cross-validation. Statistical analysis of the network performance included calculation of lesion detection rates and areas under the receiver operating characteristic curve (AUCs). Results MRI scans from 1008 participants (mean age, 37.7 years ± 9.7; 730 women) were analyzed. At least one enhancing lesion was observed in 519 participants. The sensitivity and specificity averaged across the five test sets were 78% ± 4.3 and 73% ± 2.7, respectively, for slice-wise prediction. The corresponding participant-wise values were 72% ± 9.0 and 70% ± 6.3. The diagnostic performances (AUCs) were 0.82 ± 0.02 and 0.75 ± 0.03 for slice-wise and participant-wise enhancement prediction, respectively. Conclusion Deep learning used with conventional MRI identified enhanced lesions in multiple sclerosis from images from unenhanced multiparametric MRI with moderate to high accuracy. © RSNA, 2019","2020-02","2023-01-31 00:35:47","2023-01-31 00:35:47","2023-01-31 00:35:47","398-404","","2","294","","","","","","","","","","","","","","","pubs-rsna-org.gate.lib.buffalo.edu (Atypon)","","Publisher: Radiological Society of North America","","/Users/mgdwyer/Zotero/storage/WP7CBDB9/Narayana et al. - 2020 - Deep Learning for Predicting Enhancing Lesions in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
